Client ID,Industry Type,id,Weight,Volume,Average CFT
1862,APPAREL,4,345.26,80.96000000000001,4.736087532254629
1880,APPAREL,9,303.0,54.33,5.827916598962779
1887,APPAREL,24,2059.0,593.29,40.13849051573042
1898,APPAREL,298,17519.52,2876.34,6.230866746517456
1912,APPAREL,14,2349.0,505.86,4.955842001574508
1920,APPAREL,70,18861.1,1441.68,20.490629074114185
1927,APPAREL,6,692.73,91.31,11.057063677362883
1933,APPAREL,11,829.0,440.4,2.226095152052599
1938,APPAREL,1,116.0,10.67,10.871602624179944
1950,APPAREL,15,2980.5,914.41,3.743823227157509
1952,APPAREL,37,59755.0,3014.59,27.687477343731945
1965,APPAREL,4,782.0,73.19,11.847533389627444
1968,APPAREL,62,18182.0,3667.18,7.147145369489066
1978,APPAREL,12,628.6,113.48,5.779176081178432
1989,APPAREL,60,1922.0,138.05,14.472922280699636
1991,APPAREL,48,2788.04,949.29,3.1941545977598618
1996,APPAREL,48,5124.845,1737.58,2.9308971090620894
1998,APPAREL,52,19105.0,3623.66,6.109349868018451
2003,APPAREL,91,2450.0,1188.46,2.573088308227763
2032,APPAREL,7,339.4,72.42,4.520181569775478
2051,APPAREL,1,22.0,5.69,3.8664323374340945
2077,APPAREL,86,26572.0,9804.29,2.9300145870154317
2079,APPAREL,1,28.0,15.08,1.856763925729443
2081,APPAREL,27,30567.6,3625.74,8.495074677007583
2090,APPAREL,9,261.0,62.37,4.166246955572503
2091,APPAREL,17,25410.37,1906.21,12.812818379848206
2094,APPAREL,11,2432.7,455.05,5.733272625591333
2119,APPAREL,14,1668.0,168.66,8.352324387204224
2145,APPAREL,13,11932.0,991.76,14.794453688409144
2150,APPAREL,8,384.0,347.88,2.35123306318147
2164,APPAREL,4,70.0,13.73,5.7751546997510825
2166,APPAREL,8,663.0,112.99000000000001,6.025898431124682
2168,APPAREL,7,790.0,75.7,9.410199190730307
2169,APPAREL,18,2920.13,598.61,4.562299476349719
2171,APPAREL,47,12050.0,1793.5,6.695176663461087
2172,APPAREL,15,1172.56,96.89,11.742553349034676
2187,APPAREL,2,1165.0,64.55,36.60935848493974
2192,APPAREL,21,504.0,186.32,2.5085845942533616
2193,APPAREL,8,4668.0,1655.67,2.8174185208850675
2220,APPAREL,11,657.7,104.36,6.902706828757068
2226,APPAREL,1,20.5,4.47,4.586129753914989
2236,APPAREL,4,2418.0,624.33,4.159239996039662
2246,APPAREL,1,50.0,8.68,5.760368663594471
2248,APPAREL,4,635.0,164.4,3.9909250320338283
2303,APPAREL,5,2587.74,420.57000000000005,6.225597373951554
2305,APPAREL,1,85.0,14.9,5.704697986577181
2308,APPAREL,4,70.2,14.58,4.82316384180791
2310,APPAREL,4,818.8,319.22,4.096345311043539
2351,APPAREL,17,1603.0,325.95,8.944350691498869
2362,APPAREL,1,80.0,11.08,7.2202166064981945
2371,APPAREL,1,20.0,3.79,5.277044854881266
2386,APPAREL,3,80.72,8.37,9.785510785510786
2399,APPAREL,2,25.0,9.46,2.6427061310782243
1121,AUTOMOTIVE,40,23101.42,681.43,32.160385283395684
1128,AUTOMOTIVE,13,4302.0,250.97,18.997911450884462
1133,AUTOMOTIVE,177,24959.6,3637.77,11.168371943360363
1143,AUTOMOTIVE,149,175032.5,7132.25,32.778245865961985
1152,AUTOMOTIVE,174,35283.748,1658.78,25.669481839884757
1156,AUTOMOTIVE,498,74789.0,11629.4,7.4722906104911395
1167,AUTOMOTIVE,399,11771.0,4662.94,9.5729612941448
1198,AUTOMOTIVE,119,15947.0,3732.25,5.6665037761780646
1233,AUTOMOTIVE,73,27116.2,2939.0,8.858720007239773
1307,AUTOMOTIVE,6,1192.6,133.54,8.942500545476074
1336,AUTOMOTIVE,134,21027.0,667.29,35.86151280186573
1449,AUTOMOTIVE,124,15889.0,1791.22,10.510124525644038
1568,AUTOMOTIVE,5,1828.0,18.96,77.10530393013224
1722,AUTOMOTIVE,7,5077.0,292.81,32.31822155234277
1764,AUTOMOTIVE,2,1437.0,8.5,168.52626320711425
1773,AUTOMOTIVE,9,11183.0,835.37,13.526529577453898
1858,AUTOMOTIVE,50,6170.0,549.48,13.751804751263721
1899,AUTOMOTIVE,3,102.0,17.880000000000003,3.8629997196626533
1946,AUTOMOTIVE,1,70.0,152.78,0.4581751538159445
1977,AUTOMOTIVE,11,3094.0,76.15,42.09442795739589
2046,AUTOMOTIVE,19,832.0,159.98999999999998,6.791620395623509
2060,AUTOMOTIVE,8,6489.0,1178.1,5.396684860123274
2074,AUTOMOTIVE,173,23743.1,1907.11,14.799738910427697
2125,AUTOMOTIVE,13,2416.2,214.7,16.412591239918736
2154,AUTOMOTIVE,10,14190.5,333.45,45.315954009532184
2227,AUTOMOTIVE,15,11408.0,623.0,26.10087782663893
2242,AUTOMOTIVE,2,291.0,21.549999999999997,17.390833472012005
2255,AUTOMOTIVE,5,1121.0,86.19,44.838184583865775
2259,AUTOMOTIVE,1,100.0,17.78,5.624296962879639
2342,AUTOMOTIVE,3,5864.0,64.99,82.20120787908282
2370,AUTOMOTIVE,4,760.0,237.04,3.127126797034641
1115,CHEMICALS,91,52530.8,3727.19,55.3390882525088
1142,CHEMICALS,21,33891.8,1471.15,24.212573925960225
1180,CHEMICALS,22,7324.0,572.47,13.247684563549894
1463,CHEMICALS,30,5312.0,288.82,17.836776369729773
1641,CHEMICALS,65,36531.0,2220.28,19.152297156375205
1651,CHEMICALS,133,73118.0,4322.61,18.493433128142065
1689,CHEMICALS,5,2008.5,137.94,13.460013838268623
1752,CHEMICALS,42,13745.0,1481.1,11.75609341425554
1783,CHEMICALS,5,495.0,71.1,6.587707828270252
1787,CHEMICALS,17,1079.415,164.12,7.6916537591184975
1824,CHEMICALS,56,10070.52,1638.05,6.710018172231913
1888,CHEMICALS,10,14454.0,1005.99,15.085639015788932
1944,CHEMICALS,35,55829.2,3396.39,18.28536009913039
2012,CHEMICALS,14,4250.0,350.16,12.79102957725623
2036,CHEMICALS,51,29190.06,2028.01,15.130189539867516
2174,CHEMICALS,74,23505.0,3514.2400000000002,7.916797525626327
2254,CHEMICALS,10,7036.0,367.67999999999995,18.276934052170354
2324,CHEMICALS,3,119.0,18.12,6.406183244009178
2346,CHEMICALS,4,1312.0,151.33,9.177948430508518
2348,CHEMICALS,1,126.0,19.36,6.508264462809917
1125,ECOMMERCE,1211,54582.521,23885.77,2.458528473203004
1151,ECOMMERCE,2682,362078.675,89297.39,4.722888017035994
1223,ECOMMERCE,155,34855.96,7092.12,5.285834785156097
1227,ECOMMERCE,25,2175.0,301.91,11.536873523293137
1228,ECOMMERCE,73,5038.2,420.59000000000003,10.816427622324383
1384,ECOMMERCE,50,824.0,220.46,4.678598749912876
1445,ECOMMERCE,31,13146.0,2478.04,14.11705571766932
1505,ECOMMERCE,72,2727.0,543.5600000000001,5.855894811278351
1573,ECOMMERCE,43,23533.0,4919.82,4.037803803227728
1594,ECOMMERCE,41,13645.0,1579.16,9.385885641527102
1612,ECOMMERCE,19,60008.0,6538.98,9.299826074829445
1643,ECOMMERCE,47,57083.7,4543.35,16.941686211163727
1730,ECOMMERCE,17,10758.0,2240.85,8.150725410602146
1762,ECOMMERCE,4,207.0,33.269999999999996,5.90376316181622
1766,ECOMMERCE,16,1437.0,301.43,4.335473977674016
1791,ECOMMERCE,22,1473.0,221.27,6.849498147168532
1856,ECOMMERCE,6,2313.0,847.6,3.981830885742974
1936,ECOMMERCE,18,4802.0,451.17,11.828299274911869
1982,ECOMMERCE,35,6241.0,3064.87,2.188911483525466
1993,ECOMMERCE,3,204.0,14.65,13.560312569670762
1995,ECOMMERCE,1,26.0,3.69,7.046070460704607
2022,ECOMMERCE,40,2472.0,245.16,10.226463481232564
2028,ECOMMERCE,4,1743.0,452.09000000000003,4.628561350082343
2105,ECOMMERCE,104,20164.0,1932.14,10.786544014152469
2124,ECOMMERCE,2,182.0,44.06,4.1307308216069
2140,ECOMMERCE,3,231.0,27.67,8.07770996964628
2161,ECOMMERCE,4,345.0,94.34,3.433253854937001
2170,ECOMMERCE,2,243.0,52.73,4.596280066380051
2206,ECOMMERCE,29,1824.0,172.87,10.53070012514744
2232,ECOMMERCE,4,503.0,29.1,15.164967494195428
2312,ECOMMERCE,1,6.0,0.85,7.0588235294117645
2328,ECOMMERCE,8,2363.0,519.91,4.571709930145938
2380,ECOMMERCE,1,31.0,7.26,4.2699724517906334
2384,ECOMMERCE,2,330.0,9.95,25.568593365203533
1145,ELECTRONICS,18,916.0,97.36,10.325005783405015
1147,ELECTRONICS,190,62045.0,13694.97,7.465576609696664
1154,ELECTRONICS,25,615.1,86.25,7.851813342376858
1236,ELECTRONICS,41,7356.08,1435.85,5.062997456100175
1239,ELECTRONICS,79,69492.0,4701.95,16.002381977306666
1242,ELECTRONICS,17,9384.0,540.66,37.102657056944516
1248,ELECTRONICS,111,27121.8,6394.650000000001,10.281424740686358
1258,ELECTRONICS,64,2182.0,375.1,5.815775549632461
1261,ELECTRONICS,22,6747.0,1322.79,12.199418835784957
1265,ELECTRONICS,168,54439.0,7045.64,8.095925068949047
1268,ELECTRONICS,10,1786.0,239.2,8.549442062318608
1271,ELECTRONICS,81,22955.0,4655.24,6.302647549190364
1280,ELECTRONICS,137,14980.48,3531.67,6.674660326241813
1286,ELECTRONICS,28,20570.0,3705.7,6.429158434517157
1292,ELECTRONICS,141,17359.0,1243.06,11.494453828202863
1316,ELECTRONICS,65,13056.0,3175.33,16.046436955428153
1319,ELECTRONICS,224,32920.0,5224.92,10.41423175316395
1322,ELECTRONICS,81,8574.0,1206.07,12.755367549063342
1327,ELECTRONICS,272,56441.7,12266.53,8.589508498175364
1331,ELECTRONICS,172,33487.3,5242.45,8.301312623345222
1337,ELECTRONICS,69,6070.1,496.15,13.533634471396903
1393,ELECTRONICS,91,5601.16,1231.2,5.921685512423091
1401,ELECTRONICS,18,1323.0,194.78,7.455693303595368
1405,ELECTRONICS,27,1499.0,414.99,5.560157385146643
1408,ELECTRONICS,160,6721.0599999999995,1656.25,5.8072679470337
1409,ELECTRONICS,25,3427.0,481.68,7.8931893580545704
1413,ELECTRONICS,23,3838.0,493.5,8.570232160640163
1428,ELECTRONICS,37,1668.0,465.15,4.08637785078686
1432,ELECTRONICS,63,4391.77,770.48,6.477147745093552
1456,ELECTRONICS,9,188.0,35.94,6.258511813504891
1507,ELECTRONICS,40,1390.0,112.45,14.954920749887435
1508,ELECTRONICS,23,1974.0,333.57,6.966909974276423
1515,ELECTRONICS,72,12834.0,2198.41,9.775362987874303
1518,ELECTRONICS,8,491.0,61.76,7.302140894631126
1521,ELECTRONICS,38,7110.0,908.96,8.543754077807355
1533,ELECTRONICS,8,2044.0,754.02,2.7261025919455584
1534,ELECTRONICS,20,476.0,144.28,3.5415690513844154
1543,ELECTRONICS,1,19.44,6.61,2.940998487140696
1555,ELECTRONICS,12,1700.0,178.78,9.079290792387258
1564,ELECTRONICS,51,4970.44,374.16,17.17716304834474
1576,ELECTRONICS,75,5264.0,498.14,9.006597144917182
1578,ELECTRONICS,30,8882.8,1513.57,6.782200813342658
1588,ELECTRONICS,4,441.0,102.31,4.775796890745807
1590,ELECTRONICS,6,5393.0,625.5699999999999,8.579250871455185
1592,ELECTRONICS,4,450.62,69.17,6.902164721136283
1625,ELECTRONICS,81,7733.0,682.92,13.08338077948706
1627,ELECTRONICS,19,5299.0,792.27,6.800257427861077
1628,ELECTRONICS,41,1437.3,669.27,7.966849345825986
1631,ELECTRONICS,74,25795.45,6400.7300000000005,8.914001865949805
1656,ELECTRONICS,106,19762.0,7141.77,3.9484165802508935
1659,ELECTRONICS,2,1290.0,33.84,38.14513026752929
1662,ELECTRONICS,1,105.0,17.33,6.0588574725908835
1673,ELECTRONICS,8,468.0,84.9,5.344227345954937
1688,ELECTRONICS,25,3376.3,252.48,17.15823971331801
1701,ELECTRONICS,7,492.0,24.22,25.318190340886908
1704,ELECTRONICS,58,5609.0,1449.57,3.887859406399492
1706,ELECTRONICS,1,216.0,65.76,3.284671532846715
1716,ELECTRONICS,18,5891.0,368.38,26.95193195456146
1721,ELECTRONICS,4,1950.0,174.39,9.303173334209328
1727,ELECTRONICS,110,9464.0,1318.45,8.387493785557826
1733,ELECTRONICS,9,768.0,191.82999999999998,5.729870627163853
1744,ELECTRONICS,158,59864.823,11150.62,18.71121389565854
1763,ELECTRONICS,4,73.0,8.23,8.283730158730158
1765,ELECTRONICS,16,700.0,150.83,4.555837440388057
1786,ELECTRONICS,18,44365.0,1260.48,34.21838336398711
1799,ELECTRONICS,11,3311.0,648.17,6.333098503828796
1805,ELECTRONICS,10,3006.0,478.28,6.556691465389558
1818,ELECTRONICS,51,9273.0,304.0,25.698572183948713
1825,ELECTRONICS,38,2081.0,286.43,8.194031246551932
1835,ELECTRONICS,28,2485.5,149.01000000000002,14.086535784468623
1845,ELECTRONICS,8,1326.0,193.12,7.201882313723075
1863,ELECTRONICS,4,2035.0,382.1,4.833442591882616
1881,ELECTRONICS,18,2134.0,202.22,10.476661270509519
1883,ELECTRONICS,2,1400.0,90.77,16.26506559395566
1916,ELECTRONICS,63,9408.0,2267.17,5.883180755956313
1934,ELECTRONICS,3,800.0,48.94,18.780411156329425
1955,ELECTRONICS,24,4143.0,523.4,9.91769102633114
1960,ELECTRONICS,5,500.4,44.11,11.268014601775556
1974,ELECTRONICS,12,5806.0,157.48,40.37863519041215
2017,ELECTRONICS,13,1223.5,110.64,15.669514955610065
2024,ELECTRONICS,18,1317.0,108.35000000000001,18.12704602123778
2027,ELECTRONICS,5,3162.0,444.39,6.241769178597346
2034,ELECTRONICS,37,1490.5,387.55,4.067141955098818
2043,ELECTRONICS,6,2468.0,72.78,34.18325304858378
2057,ELECTRONICS,3,139.0,13.14,10.576615831517792
2059,ELECTRONICS,75,12836.5,924.47,14.598639744741561
2065,ELECTRONICS,3,1540.0,142.58,10.26030126940276
2066,ELECTRONICS,7,7935.0,1933.83,4.294550997013369
2067,ELECTRONICS,17,5570.0,351.67,15.838289631425967
2099,ELECTRONICS,19,629.0,160.25,3.5971195608185043
2107,ELECTRONICS,12,4760.0,516.9399999999999,10.881314546998517
2110,ELECTRONICS,2,65.0,2.18,44.29015007762636
2134,ELECTRONICS,12,3434.0,624.8199999999999,5.2473583561790145
2135,ELECTRONICS,13,1486.0,319.92,4.791342811340902
2136,ELECTRONICS,2,40.0,5.1,7.9074671297444805
2182,ELECTRONICS,2,264.0,83.33,3.1679746726252684
2205,ELECTRONICS,1,89.0,8.9,10.0
2217,ELECTRONICS,5,191.0,18.39,6.947524500061107
2223,ELECTRONICS,4,426.0,84.36,7.779486983426594
2229,ELECTRONICS,11,493.0,51.91,17.07951457615633
2238,ELECTRONICS,1,1170.0,69.91,16.73580317551137
2257,ELECTRONICS,2,40.0,3.9000000000000004,11.108262838588395
2262,ELECTRONICS,3,620.0,130.07999999999998,12.180307734076683
2268,ELECTRONICS,5,1575.0,90.62,37.59488912179472
2271,ELECTRONICS,19,848.0,198.48,12.049456675064215
2276,ELECTRONICS,8,2712.0,513.55,5.908791745704424
2304,ELECTRONICS,4,1667.0,140.36,11.672763111036824
2317,ELECTRONICS,1,50.0,4.63,10.799136069114471
2336,ELECTRONICS,1,30.0,5.44,5.514705882352941
2382,ELECTRONICS,1,59.0,7.61,7.752956636005256
2389,ELECTRONICS,3,100.0,24.299999999999997,3.9980531219580033
1190,FMCG,162,17424.5,3784.36,4.955255568184265
1246,FMCG,401,26681.56,3324.07,7.870614180687636
1253,FMCG,73,40815.856,4532.14,11.45193624192635
1262,FMCG,44,4326.0,578.03,8.476318559952075
1279,FMCG,16,10188.0,2314.52,4.407148369143029
1287,FMCG,31,4404.0,1187.45,3.981341261898066
1328,FMCG,85,28043.0,2330.9,11.842264199077352
1335,FMCG,18,15323.0,10740.93,2.5285257963168775
1354,FMCG,127,5516.0,619.47,6.773005401047008
1403,FMCG,103,68799.47,10145.14,11.248116735646347
1410,FMCG,179,83295.898,23110.170000000002,7.6569490613362365
1439,FMCG,251,38259.7,3913.33,14.74124928746059
1480,FMCG,61,10138.39,838.9200000000001,11.846353854017115
1512,FMCG,14,3700.0,1005.93,5.151919513355141
1526,FMCG,15,6702.0,574.13,15.97055226313338
1577,FMCG,2,180.0,58.269999999999996,3.1080746876247316
1586,FMCG,15,5003.0,621.95,10.173585659277945
1637,FMCG,26,4060.6000000000004,513.89,8.908563360291568
1677,FMCG,13,6393.0,406.27,12.681454308038278
1709,FMCG,26,26953.0,1690.91,15.883937799323283
1723,FMCG,6,3679.67,416.40000000000003,11.391502172178294
1771,FMCG,33,1863.64,1558.3899999999999,1.1615003916735094
1797,FMCG,11,3309.0,432.67,7.825754453273999
1816,FMCG,126,16068.0,1065.97,15.623193640680453
1832,FMCG,47,23688.0,6408.74,3.419091170541738
1850,FMCG,69,42538.2,4290.59,10.953124510196323
1891,FMCG,6,4856.0,249.19,25.448147417417985
1914,FMCG,36,2685.0,275.13,11.144235043087168
1929,FMCG,22,6160.0,755.78,8.503978797309488
1931,FMCG,7,1903.5,91.66,17.574622694130476
1987,FMCG,20,759.0,127.45,38.50862429206805
1992,FMCG,17,1156.852,120.84,9.489176935088787
2044,FMCG,4,321.4,35.93,8.819851765590544
2061,FMCG,20,3123.0,240.54999999999998,12.348365062855036
2073,FMCG,16,2412.8,162.99,16.070967056152824
2129,FMCG,76,10816.0,832.97,18.312987193290063
2204,FMCG,8,3953.0,1016.57,3.9577707287258015
2233,FMCG,11,2316.0,681.43,3.446076768792969
2237,FMCG,3,451.1,24.689999999999998,20.3400164384577
2297,FMCG,4,887.0,4.64,232.48505577493253
2301,FMCG,2,3480.0,805.55,4.3200283891420295
2302,FMCG,4,2795.92,359.59000000000003,8.244957073920247
2319,FMCG,1,300.0,8.33,36.014405762304925
2332,FMCG,1,247.0,70.58,3.4995749504108815
2350,FMCG,1,40.0,6.93,5.772005772005772
1118,INDUSTRIAL,9,594.0,413.03,2.920151418102354
1119,INDUSTRIAL,12,6131.32,1520.67,4.7388535040712165
1126,INDUSTRIAL,63,9995.0,2196.23,5.382798423271646
1129,INDUSTRIAL,8,1316.0,77.36,13.884062801577539
1132,INDUSTRIAL,109,73475.0,3100.37,30.134447631734208
1134,INDUSTRIAL,116,110875.4,7459.68,15.531970150982565
1149,INDUSTRIAL,63,18205.2,2274.14,11.43715842563593
1150,INDUSTRIAL,120,18389.7,2688.13,7.323058274061117
1153,INDUSTRIAL,668,202585.93,45879.18,7.2415534487212065
1155,INDUSTRIAL,66,8448.0,274.05,34.9808431751475
1158,INDUSTRIAL,95,37275.05,8839.74,6.839730519678335
1159,INDUSTRIAL,1782,116353.2,18879.31,8.196995140041253
1160,INDUSTRIAL,1496,72358.791,4010.7,17.553819232305628
1163,INDUSTRIAL,6,947.0,349.16999999999996,2.7591948183862645
1169,INDUSTRIAL,514,27500.85,3497.18,9.35579804933532
1172,INDUSTRIAL,97,20572.64,5903.37,4.060409519628593
1173,INDUSTRIAL,381,119079.0,12671.27,12.44564368167937
1175,INDUSTRIAL,74,31715.525,2301.11,18.664907276368474
1177,INDUSTRIAL,430,10069.14,1261.19,14.119944441133574
1179,INDUSTRIAL,96,19254.0,2718.22,11.252073525301029
1183,INDUSTRIAL,254,120533.939,7535.48,17.16424428648785
1187,INDUSTRIAL,91,4780.7,631.21,8.725657748714516
1188,INDUSTRIAL,19,363.0,94.7,3.824315854535058
1191,INDUSTRIAL,60,2370.0,462.51,6.455581315053924
1194,INDUSTRIAL,1028,127877.117,9868.83,13.051803665174276
1195,INDUSTRIAL,791,149488.0,4364.64,34.62445826623215
1202,INDUSTRIAL,10,516.8,147.41,7.526374027600788
1203,INDUSTRIAL,2,2700.0,160.67000000000002,25.457890816607527
1204,INDUSTRIAL,140,34831.075,2667.92,13.31868994222545
1206,INDUSTRIAL,405,64205.1,3881.84,17.814988121792297
1209,INDUSTRIAL,226,43690.8,7439.33,5.960223384058487
1214,INDUSTRIAL,291,39454.51,4927.63,9.188075711638993
1215,INDUSTRIAL,13,14993.0,876.8199999999999,16.64645543752364
1216,INDUSTRIAL,20,4204.0,277.89,23.710285299352527
1217,INDUSTRIAL,65,33295.8,5159.05,10.19570977532927
1218,INDUSTRIAL,22,4513.0,154.06,27.64517984473937
1219,INDUSTRIAL,21,4468.0,392.14,13.51327215302388
1220,INDUSTRIAL,201,25560.96,5008.88,8.196931307766139
1224,INDUSTRIAL,87,24260.0,4764.36,4.894516823728301
1234,INDUSTRIAL,72,11340.0,1951.43,8.90162957782603
1235,INDUSTRIAL,1391,206666.979,22448.89,10.443313770517683
1238,INDUSTRIAL,451,34337.98,5482.98,9.198968784313518
1240,INDUSTRIAL,123,26133.0,5220.39,6.095961933482232
1244,INDUSTRIAL,169,53399.3,5701.54,12.648232713733178
1245,INDUSTRIAL,30,2596.0,218.82,12.207199835544124
1247,INDUSTRIAL,15,18040.0,1098.28,15.837270021412433
1249,INDUSTRIAL,3,635.0,182.72,3.8501207431887554
1251,INDUSTRIAL,205,18479.76,4004.1,7.173404412085111
1252,INDUSTRIAL,47,2425.0,471.25,9.049052117442585
1257,INDUSTRIAL,22,6236.0,693.64,10.09800214044653
1263,INDUSTRIAL,55,13040.5,965.88,15.104149138724013
1269,INDUSTRIAL,1,84.0,1.27,66.14173228346456
